,0,1
0,37.7,122.4
1,38.2,122.4
2,38.7,122.4
3,39.2,122.4
4,39.300000000000004,122.26666666666667
5,39.11666666666667,122.08333333333333
6,39.050000000000004,121.88333333333334
7,39.03333333333333,121.73333333333333
8,38.85,121.7
9,38.78333333333333,121.33333333333334
10,38.85,121.10000000000001
11,38.983333333333334,121.33333333333334
12,39.083333333333336,121.60000000000001
13,39.28333333333333,121.58333333333334
14,39.35,121.66666666666667
15,39.35,121.4
16,39.43333333333334,121.25
17,39.61666666666667,121.38333333333334
18,39.53333333333333,121.51666666666667
19,39.86666666666667,121.60000000000001
20,40.016666666666666,121.81666666666666
21,40.233333333333334,122.06666666666666
22,40.45,122.25
23,40.650000000000006,122.28333333333333
24,40.71666666666667,122.03333333333333
25,40.833333333333336,121.83333333333333
26,40.86666666666667,121.71666666666667
27,40.900000000000006,121.4
28,40.85,121.10000000000001
29,40.7,121.0
30,40.516666666666666,120.68333333333334
31,40.333333333333336,120.53333333333333
32,40.150000000000006,120.25
33,40.016666666666666,119.91666666666667
34,39.88333333333333,119.55000000000001
35,39.63333333333333,119.31666666666668
36,39.41666666666667,119.21666666666668
37,39.18333333333334,119.00000000000001
38,39.21666666666667,118.70000000000002
39,39.16666666666667,118.48333333333335
40,39.25,118.25000000000001
41,39.21666666666667,117.98333333333335
42,39.28333333333333,117.88333333333335
43,39.15,117.76666666666668
44,38.91666666666667,117.70000000000002
45,38.9,117.56666666666668
46,38.65,117.56666666666668
47,38.38333333333333,117.68333333333335
48,38.21666666666667,117.98333333333335
49,38.13333333333333,118.4
50,38.15,118.63333333333334
51,38.06666666666667,118.86666666666667
52,37.916666666666664,118.88333333333334
53,37.78333333333333,119.05000000000001
54,37.583333333333336,118.96666666666668
55,37.38333333333333,118.76666666666668
56,37.25,118.91666666666667
57,37.1,119.11666666666667
58,37.06666666666666,119.38333333333334
59,37.13333333333333,119.73333333333335
60,37.38333333333333,119.85000000000001
61,37.53333333333333,120.2
62,37.733333333333334,120.4
63,37.833333333333336,120.80000000000001
64,37.71666666666667,121.13333333333334
65,37.56666666666667,121.4
66,37.45,121.61666666666667
67,37.53333333333333,122.01666666666667
68,37.46666666666667,122.25
